,Rank,NCTId,BriefTitle,SecondaryId,LeadSponsorName,LocationCountry
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Austria
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Belgium
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Canada
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Czech Republic
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Denmark
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Finland
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,France
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Germany
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Hungary
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Israel
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Italy
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Netherlands
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Norway
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Poland
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Slovenia
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Spain
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Sweden
58,1059,NCT00544037,BENEFIT Extension Study,311129,Bayer,Switzerland
72,1073,NCT00489489,Phase II Study of Teriflunomide as Adjunctive Therapy to Interferon-beta in Subjects With Multiple Sclerosis,2006-003134-14|HMR1726D-2003,Sanofi,United States
72,1073,NCT00489489,Phase II Study of Teriflunomide as Adjunctive Therapy to Interferon-beta in Subjects With Multiple Sclerosis,2006-003134-14|HMR1726D-2003,Sanofi,Canada
72,1073,NCT00489489,Phase II Study of Teriflunomide as Adjunctive Therapy to Interferon-beta in Subjects With Multiple Sclerosis,2006-003134-14|HMR1726D-2003,Sanofi,Germany
72,1073,NCT00489489,Phase II Study of Teriflunomide as Adjunctive Therapy to Interferon-beta in Subjects With Multiple Sclerosis,2006-003134-14|HMR1726D-2003,Sanofi,Italy
72,1073,NCT00489489,Phase II Study of Teriflunomide as Adjunctive Therapy to Interferon-beta in Subjects With Multiple Sclerosis,2006-003134-14|HMR1726D-2003,Sanofi,Spain
78,1079,NCT00475865,Phase II Study of Teriflunomide as Adjunctive Therapy to Glatiramer Acetate in Subjects With Multiple Sclerosis,2006-004893-29|HMR1726D-2004,Sanofi,United States
78,1079,NCT00475865,Phase II Study of Teriflunomide as Adjunctive Therapy to Glatiramer Acetate in Subjects With Multiple Sclerosis,2006-004893-29|HMR1726D-2004,Sanofi,Austria
78,1079,NCT00475865,Phase II Study of Teriflunomide as Adjunctive Therapy to Glatiramer Acetate in Subjects With Multiple Sclerosis,2006-004893-29|HMR1726D-2004,Sanofi,Canada
78,1079,NCT00475865,Phase II Study of Teriflunomide as Adjunctive Therapy to Glatiramer Acetate in Subjects With Multiple Sclerosis,2006-004893-29|HMR1726D-2004,Sanofi,Germany
78,1079,NCT00475865,Phase II Study of Teriflunomide as Adjunctive Therapy to Glatiramer Acetate in Subjects With Multiple Sclerosis,2006-004893-29|HMR1726D-2004,Sanofi,Italy
78,1079,NCT00475865,Phase II Study of Teriflunomide as Adjunctive Therapy to Glatiramer Acetate in Subjects With Multiple Sclerosis,2006-004893-29|HMR1726D-2004,Sanofi,United Kingdom
87,1088,NCT00432900,Brain Peripheral Benzodiazepine Receptors in Patients With Multiple Sclerosis,07-N-0092,National Institute of Neurological Disorders and Stroke (NINDS),United States
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Argentina
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Australia
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Austria
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Belgium
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Bulgaria
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Canada
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Croatia
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Czech Republic
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Estonia
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Finland
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",France
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Germany
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Greece
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Israel
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Italy
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Latvia
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Lebanon
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Morocco
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Poland
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Portugal
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Romania
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Russian Federation
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Saudi Arabia
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Serbia
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Slovakia
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Spain
94,1095,NCT00404352,REbif FLEXible Dosing in Early Multiple Sclerosis (MS),2006-002982-38,"Merck KGaA, Darmstadt, Germany",Turkey
97,1098,NCT00393588,Magnetic Resonance Imaging to Detect Brain Damage in Patients With Multiple Sclerosis,07-N-0014,National Institute of Neurological Disorders and Stroke (NINDS),United States
101,1102,NCT00370071,"Open Label Study to Evaluate Effect, Safety and Tolerability of Betaferon Standard Dose of 250µg in Patients of Chinese Origin With Multiple Sclerosis",MP-00102|308720|2014-004613-93,Bayer,China
105,1106,NCT00342134,Immunological Mechanisms of Hematopoietic Stem Cell Transplantation in Multiple Sclerosis,02-N-N196,National Institute of Neurological Disorders and Stroke (NINDS),United States
112,1113,NCT00325988,Biomarkers in Multiple Sclerosis,05-N-0063,National Institute of Neurological Disorders and Stroke (NINDS),United States
115,1116,NCT00321568,Magnetic Resonance Imaging to Detect Brain Damage in Patients With Multiple Sclerosis,06-N-0154,National Institute of Neurological Disorders and Stroke (NINDS),United States
116,1117,NCT00313976,"Study to Compare Double-dose Betaferon to the Approved Dose, for Patients With Early Secondary Progressive Multiple Sclerosis (SPMS)",EudraCT: 2005-001540-23|309560,Bayer,Denmark
116,1117,NCT00313976,"Study to Compare Double-dose Betaferon to the Approved Dose, for Patients With Early Secondary Progressive Multiple Sclerosis (SPMS)",EudraCT: 2005-001540-23|309560,Bayer,Sweden
126,1127,NCT00262314,"Prospective, Open-label Tolerability and Safety Monitoring Study of Novantrone in a Selected Cohort of Multiple Sclerosis Patients",19-297,EMD Serono,United States
137,1138,NCT00228163,Long Term Safety and Efficacy of Teriflunomide (HMR1726) in Multiple Sclerosis With Relapses,HMR1726D/2002,Sanofi,Canada
137,1138,NCT00228163,Long Term Safety and Efficacy of Teriflunomide (HMR1726) in Multiple Sclerosis With Relapses,HMR1726D/2002,Sanofi,France
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Austria
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Belgium
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Canada
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Czech Republic
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Denmark
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Finland
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,France
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Germany
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Hungary
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Israel
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Italy
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Netherlands
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Norway
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Poland
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Portugal
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Slovenia
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Spain
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Sweden
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,Switzerland
150,1151,NCT00185211,BENEFIT Study (Betaferon® / Betaseron® in Newly Emerging Multiple Sclerosis for Initial Treatment) and BENEFIT Follow-up Study,305207,Bayer,United Kingdom
153,1154,NCT00166283,Improving New Learning and Memory in Multiple Sclerosis,R01HD045798,Kessler Foundation,United States
158,1159,NCT00142402,Modafinil in Multiple Sclerosis,PP0911,Kessler Foundation,United States
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,United States
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Austria
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Canada
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Chile
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Czech Republic
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Denmark
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Estonia
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Finland
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,France
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Germany
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Italy
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Netherlands
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Norway
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Poland
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Portugal
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Russian Federation
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Sweden
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Switzerland
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Turkey
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,Ukraine
162,1163,NCT00134563,Study of Teriflunomide in Reducing the Frequency of Relapses and Accumulation of Disability in Patients With Multiple Sclerosis,2004-000555-42|HMR1726D/3001,Sanofi,United Kingdom
170,1171,NCT00099307,Magnetic Resonance Imaging to Detect Brain Damage in Patients With Multiple Sclerosis,05-N-0039,National Institute of Neurological Disorders and Stroke (NINDS),United States
188,1189,NCT00011375,Rolipram to Treat Multiple Sclerosis,01-N-0089,National Institute of Neurological Disorders and Stroke (NINDS),United States
195,1196,NCT00001934,Zenapax to Treat Multiple Sclerosis,99-N-0169,National Institute of Neurological Disorders and Stroke (NINDS),United States
196,1197,NCT00001781,"Safety, Tolerability, and Effectiveness of CGP77116 in Patients With Multiple Sclerosis (MS)",98-N-0069,National Institute of Neurological Disorders and Stroke (NINDS),United States
